Compound	Object ID	Chemical Formula	InChI-Key	ChEBI
D-cycloserine phosphate	CPD0-2648	C3H6N2O5P	InChIKey=SFMNESRSKJTEMJ-UWTATZPHSA-M	
phlormethylbutanophenone	CPD-19784	C11H14O4	InChIKey=ASABIRFQGVWRDC-UHFFFAOYSA-N	134326
15-methyl-1-heptadecene	CPD-14237	C18H36	InChIKey=UAXCRWUQMVWUSB-UHFFFAOYSA-N	
1D-1-O-(indol-3-yl)acetyl-myo-inositol	CPD-165	C16H19NO7	InChIKey=XUACNUJFOIKYPQ-BKQXGZDCSA-N	15711
<i>N</i>'-[3-(trifluoromethyl)phenyl]-<i>N</i>-methylurea	CPD-23278	C9H9N2OF3	InChIKey=SPOVEJAPXRPMBI-UHFFFAOYSA-N	157704
19-methyl-1-icosene	CPD-14233	C21H42	InChIKey=YBPLKZNHCWRDMV-UHFFFAOYSA-N	
albaflavenone	CPD-9962	C15H22O	InChIKey=SHUZZAXJEJPUGA-CCUNJIBTSA-N	51460
<i>N</i>'-(3-chloro-4-methoxylphenyl)-<i>N</i>-methylurea	CPD-23275	C9H11N2O2Cl	InChIKey=YWHRNWZTCCNWSH-UHFFFAOYSA-N	157702
1-octadecene	CPD-14229	C18H36	InChIKey=CCCMONHAUSKTEQ-UHFFFAOYSA-N	30824
phosphoinositol-&alpha;-mannoside-phosphoinositol	CPD-14768	C18H32O22P2	InChIKey=BCJXLUMCLOOKBY-BEUVOYNRSA-L	
<i>N</i>-methyl-<i>N</i>'-phenylurea	CPD-23279	C8H10N2O	InChIKey=SQBHGDSDVWCPHN-UHFFFAOYSA-N	157705
1-heptadecene	CPD-14223	C17H34	InChIKey=ADOBXTDBFNCOBN-UHFFFAOYSA-N	64502
propene	PROPENE	C3H6	InChIKey=QQONPFPTGQHPMA-UHFFFAOYSA-N	16052
<i>N</i>'-(4-chlorophenyl)-<i>N</i>-methylurea	CPD-23276	C8H9N2OCl	InChIKey=XOXCBXRQHPLFNA-UHFFFAOYSA-N	157703
tomaymycin	CPD-25727	C16H20N2O4	InChIKey=UQVNRKBFAXNOGA-OHLDGCSVSA-N	157681
1-amino-1-deoxy-<i>scyllo</i>-inositol	CPD-1105	C6H14NO5	InChIKey=JXAOTICXQLILTC-CDRYSYESSA-O	57671
<i>N</i>-methyl-<i>N</i>'-[4-(propan-2-yl)phenyl]urea	CPD-23265	C11H16N2O	InChIKey=DOULWWSSZVEPIN-UHFFFAOYSA-N	83468
1-nonadecene	CPD-14220	C19H38	InChIKey=NHLUYCJZUXOUBX-UHFFFAOYSA-N	64503
streptorubin A	CPD-23498	C25H33N3O	InChIKey=XEPVVPTUOMXJRW-GJQHCVRFSA-N	
<i>N</i>'-(3-chloro-4-methylphenyl)-<i>N</i>-methylurea	CPD-23274	C9H11N2OCl	InChIKey=GUMFWXBSFOHZDC-UHFFFAOYSA-N	157701
2-methylprop-1-ene	CPD-19009	C4H8	InChIKey=VQTUBCCKSQIDNK-UHFFFAOYSA-N	43907
&Delta;<sup>9</sup>-tetrahydrocannabinolate	CPD-7169	C22H29O4	InChIKey=UCONUSSAWGCZMV-HZPDHXFCSA-M	66963
17-methyl-1-octadecene	CPD-14235	C19H38	InChIKey=QFSPMMYUOXFQLF-UHFFFAOYSA-N	
1-heneicosene	CPD-14230	C21H42	InChIKey=JTOGFHAZQVDOAO-UHFFFAOYSA-N	
cannabinol	CPD-25511	C21H26O2	InChIKey=VBGLYOIFKLUMQG-UHFFFAOYSA-N	3360
luteoreticulin	CPD-21803	C19H19NO5	InChIKey=INCHGEJHIFBBOR-DSEBWEOJSA-N	
cannabichromene	CPD-7174	C21H30O2	InChIKey=UVOLYTDXHDXWJU-UHFFFAOYSA-N	3357
1-pentadecene	CPD-14227	C15H30	InChIKey=PJLHTVIBELQURV-UHFFFAOYSA-N	77506
2-ethyl-4-amidopyridine	CPD-19991	C8H10N2O	InChIKey=LWTBJUQFUISATQ-UHFFFAOYSA-N	
cannabichromenate	CPD-7171	C22H29O4	InChIKey=HRHJHXJQMNWQTF-UHFFFAOYSA-M	167554
chloroethene	VINYL-CHLORIDE	C2H3Cl	InChIKey=BZHJMEDXRYGGRV-UHFFFAOYSA-N	28509
cannabidiolate	CPD-7170	C22H29O4	InChIKey=WVOLTBSCXRRQFR-DLBZAZTESA-M	67136
18-methyl-1-nonadecene	CPD-14221	C20H40	InChIKey=MIFZKKJXDFCYRZ-UHFFFAOYSA-N	64507
protoasukamycin	CPD-18765	C31H34N2O5	InChIKey=VBCLNKLOMFDNGC-JMAMMSEDSA-N	90901
cannabinolate	CPD-25512	C22H25O4	InChIKey=KXKOBIRSQLNUPS-UHFFFAOYSA-M	
but-1-ene	CPD-19063	C4H8	InChIKey=VXNZUUAINFGPBY-UHFFFAOYSA-N	48362
<i>muco</i>-inositol	CPD-8054	C6H12O6	InChIKey=CDAISMWEOUEBRE-GNIYUCBRSA-N	27987
cannabinerolate	CPD-7175	C22H31O4	InChIKey=SEEZIOZEUUMJME-VBKFSLOCSA-M	66961
16-methyl-1-heptadecene	CPD-14236	C18H36	InChIKey=YYKNUHDZGPGUAU-UHFFFAOYSA-N	
equisetin	CPD-17992	C22H31NO4	InChIKey=QNQBPPQLRODXET-HMHJLHGTSA-N	142135
&Delta;<sup>9</sup>-tetrahydrocannabinol	CPD-7172	C21H30O2	InChIKey=CYQFCXCEBYINGO-IAGOWNOFSA-N	66964
1-icosene	CPD-14232	C20H40	InChIKey=VAMFXQBUQXONLZ-UHFFFAOYSA-N	
<i>scyllo</i>-inositol	CPD-8050	C6H12O6	InChIKey=CDAISMWEOUEBRE-CDRYSYESSA-N	10642
cannabigerolate	CPD-7166	C22H31O4	InChIKey=SEEZIOZEUUMJME-FOWTUZBSSA-M	66962
1-hexadecene	CPD-14228	C16H32	InChIKey=GQEZCXVZFLOKMC-UHFFFAOYSA-N	77507
2-(2,4-dihydroxy-6-methylbenzoyl)benzene-1,3,5-triol	CPD-17791	C14H12O6	InChIKey=KKACYWFPFLWVTP-UHFFFAOYSA-N	
cannabidiol	CPD-7173	C21H30O2	InChIKey=QHMBSVQNZZTUGM-QZTJIDSGSA-N	69478
17-methyl-1-nonadecene	CPD-14222	C20H40	InChIKey=NRDJNVMOHMXHHB-UHFFFAOYSA-N	64508
<i>allo</i>-inositol	CPD-8061	C6H12O6	InChIKey=CDAISMWEOUEBRE-OQYPVSDDSA-N	22357
pent-1-ene	CPD-24204	C5H10	InChIKey=YWAKXRMUMFPDSH-UHFFFAOYSA-N	
L-leucyl-demethylarginomycin	CPD-17165	C23H38N9O6	InChIKey=INRNKHHTEKJDTA-JKXRSWOVSA-O	
5,6-epoxy-3-hydroxy-12'-apo-&beta;-caroten-12'-al	CPD-7197	C27H36O3	InChIKey=QZOYIQGWDBXSHB-XLGKAWHDSA-N	
1E,8Z,11Z-heptadecatriene	CPD-14250	C17H30	InChIKey=XFZBIINLEPBMDY-NERFDCTISA-N	
1L-<i>chiro</i>-inositol	CPD-8055	C6H12O6	InChIKey=CDAISMWEOUEBRE-SHFUYGGZSA-N	27374
3,5-dihydroxy-6,7-didehydro-12'-apo-&beta;-caroten-12'-al	CPD-7198	C27H36O3	InChIKey=DTXLMVIHOKFQAR-KJJRRPHQSA-N	
1E,8Z,11Z,14Z-heptadecatetraene	CPD-14251	C17H28	InChIKey=JXRNMQDTJAQLAQ-UTZXOHNXSA-N	81167
8-demethyltetracenomycin C	CPD-16642	C22H18O11	InChIKey=DFURSAVCHZIKSU-STZQEDGTSA-N	31144
(3<i>S</i>,5<i>R</i>,6<i>S</i>)-5,6-epoxy-3-hydroxy-5,6-dihydro-12'-apo-&beta;-caroten-12'-al	CPD-7280	C25H34O3	InChIKey=FYYDCJDEFSYVOY-WENURHBKSA-N	34597
1,14-nonadecadiene	CPD-14252	C19H36	InChIKey=MYTTWBLCPBFMFR-ZRDIBKRKSA-N	
1D-<i>chiro</i>-inositol	CPD-8052	C6H12O6	InChIKey=CDAISMWEOUEBRE-LKPKBOIGSA-N	27372
pyrrolomycin J	CPD-24075	C12H6NO2Cl5	InChIKey=OPEUDILCTNZYOP-UHFFFAOYSA-N	
1E,8Z-heptadecadiene	CPD-14249	C17H32	InChIKey=ZCNSOBXQEHNQMJ-ICFOKQHNSA-N	
pyrrolomycin B	CPD-24071	C11H6N2O3Cl4	InChIKey=ZIOBWQJYKHDNKP-UHFFFAOYSA-N	
novclobiocin 101	CPD-15509	C35H37N2O11	InChIKey=GMMYCBAAMDJSHV-YQQRZDPSSA-M	
3-methylbut-2-enal	PRENAL	C5H8O	InChIKey=SEPQTYODOKLVSB-UHFFFAOYSA-N	15825
<I>myo</I>-inositol	MYO-INOSITOL	C6H12O6	InChIKey=CDAISMWEOUEBRE-GPIVLXJGSA-N	17268
pyrrolomycin G	CPD-24068	C11H6N2O4Cl4	InChIKey=WKEODUMIDZIAED-JTQLQIEISA-N	
pyrrolomycin F1	CPD-24076	C11H5NO2Br4	InChIKey=LTKQHGHTROTART-UHFFFAOYSA-N	
enterocin	CPD-12319	C22H19O10	InChIKey=DHOPQCBGFSHRNJ-MRIKNVENSA-N	
dioxindole-3-acetyl-3-O-beta-glucose	CPD-9642	C16H18NO9	InChIKey=DNQQEEOKVVSMQI-WWSROUDQSA-M	
<i>epi</i>-inositol	CPD-8059	C6H12O6	InChIKey=CDAISMWEOUEBRE-NIPYSYMMSA-N	23927
pyrrolomycin I	CPD-24073	C12H7NO2Cl4	InChIKey=VREXHRJVYHCJKY-UHFFFAOYSA-N	
(S)-ibuprofen	CPD-15516	C13H17O2	InChIKey=HEFNNWSXXWATRW-JTQLQIEISA-M	43415
pyrrolomycin H	CPD-24069	C12H8N2O4Cl4	InChIKey=VVULWSWLJUXPTK-JTQLQIEISA-N	
tuberactinomycin O	TUBERACTINOMYCIN-O	C25H46N13O9	InChIKey=IJLXXTHFOUHWGE-XGRXGJMSSA-Q	
(R)-ibuprofen	CPD-15517	C13H17O2	InChIKey=HEFNNWSXXWATRW-SNVBAGLBSA-M	47835
<i>neo</i>-inositol	CPD-8053	C6H12O6	InChIKey=CDAISMWEOUEBRE-DCLYFUHFSA-N	25492
pyrrolomycin A	CPD-24066	C4H2N2O2Cl2	InChIKey=CDHAYBUDIPNGGJ-UHFFFAOYSA-N	156550
biochanin-A	BIOCHANIN-A	C16H11O5	InChIKey=WUADCCWRTIWANL-UHFFFAOYSA-M	58194
pyrrolomycin D	CPD-24074	C11H4NO2Cl5	InChIKey=IJODRMYZNYTFTC-UHFFFAOYSA-N	
macarbomycin	CPD0-2604	C69H106N5O35P	InChIKey=CJEVNOPGHRTYFE-ANXIEQJKSA-L	
pelargonidin	PELARGONIDIN-CMPD	C15H9O5	InChIKey=XVFMGWDSJLBXDZ-UHFFFAOYSA-M	144777
<i>cis</i>-inositol	CPD-8060	C6H12O6	InChIKey=CDAISMWEOUEBRE-JMVOWJSSSA-N	23311
dioxapyrrolomycin	CPD-24070	C12H6N2O4Cl4	InChIKey=CUPRKSFMHRXAFA-NSHDSACASA-N	
glycitein	CPD-7027	C16H12O5	InChIKey=DXYUAIFZCFRPTH-UHFFFAOYSA-N	34778
pyrrolomycin C	CPD-24067	C11H5NO2Cl4	InChIKey=WEZZHODHNYWVJY-UHFFFAOYSA-N	
clotrimazol	CPD-8926	C22H17N2Cl	InChIKey=VNFPBHJOKIVQEB-UHFFFAOYSA-N	3764
genistein	CPD-3141	C15H9O5	InChIKey=TZBJGXHYKVUXJN-UHFFFAOYSA-M	74224
(<i>R</i>)-perillyl alcohol	CPD-17084	C10H16O	InChIKey=NDTYTMIUWGWIMO-JTQLQIEISA-N	145806
icariin	CPD-21620	C33H40O15	InChIKey=TZJALUIVHRYQQB-XLRXWWTNSA-N	78420
isoclorobiocin	CPD-25615	C35H36N2O11Cl	InChIKey=XLPWSBICWKRAJL-XGFBUNCHSA-M	
perillyl alcohol glucoside	CPD-23490	C16H26O6	InChIKey=YUTAFQVKXLDYFG-YTQIUSBHSA-N	175044
daidzein	DAIDZEIN	C15H10O4	InChIKey=ZQSIJRDFPHDXIC-UHFFFAOYSA-N	28197
valienamine	CPD-17534	C7H14NO4	InChIKey=XPHOBMULWMGEBA-VZFHVOOUSA-O	
(<i>S</i>)-perillyl alcohol	CPD-261	C10H16O	InChIKey=NDTYTMIUWGWIMO-SNVBAGLBSA-N	10782
biochanin A-7-<i>O</i>-glucoside	CPD-4563	C22H22O10	InChIKey=LFEUICHQZGNOHD-RECXWPGBSA-N	28751
3,4-dichlorobenzyl carbamimidothioate	CPD-22673	C8H9N2SCl2	InChIKey=LZTCFLDZLBOLDW-UHFFFAOYSA-O	
3-(carbamoylamino)-2-methylpropanoate	3-UREIDO-ISOBUTYRATE	C5H9N2O3	InChIKey=PHENTZNALBMCQD-GSVOUGTGSA-M	74414
(-)-glycinol	6AS11AS-36A9-TRIHYDROXYPTEROCARPAN	C15H12O5	InChIKey=QMXOFBXZEKTJIK-LSDHHAIUSA-N	15649
1,1'-bis-valienamine	CPD-18791	C14H23NO8	InChIKey=HTMBAJBCOAIPGE-LNCWTVSLSA-N	
(3<i>S</i>)-<i>all-trans</i>-3-hydroxyretinal	CPD-14335	C20H28O2	InChIKey=QPRQNCDEPWLQRO-IRVDFSNZSA-N	52229
formononetin	FORMONONETIN	C16H12O4	InChIKey=HKQYGTCOTHHOMP-UHFFFAOYSA-N	18088
bacillaene	CPD-21467	C34H47N2O6	InChIKey=KDQMRYTZELJKOB-MAHROAIDSA-M	71623
(3<i>R</i>)-<i>all-trans</i>-3-hydroxyretinal	CPD-14334	C20H28O2	InChIKey=QPRQNCDEPWLQRO-ZCEAMUHZSA-N	52228
quercetin	CPD-520	C15H9O7	InChIKey=REFJWTPEDVJJIY-UHFFFAOYSA-M	57694
hyosamine	CPD-25589	C7H18N2O3	InChIKey=UVMKZRHHUOWSAC-VOQCIKJUSA-P	
2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trienyl]benzoate	CPD-14640	C22H29O3	InChIKey=QUVGEKPNSCFQIR-UTOQUPLUSA-M	
ethionamide	CPD-19988	C8H10N2S	InChIKey=AEOCXXJPGCBFJA-UHFFFAOYSA-N	4885
porifersta-5,7-dienol	CPD-14900	C29H48O	InChIKey=ARVGMISWLZPBCH-WGDHXTRRSA-N	
diphosphate	PPI	HO7P2	InChIKey=XPPKVPWEQAFLFU-UHFFFAOYSA-K	29888
ergosta-5,7,24(28)-trien-3&beta;-ol	CPD-700	C28H44O	InChIKey=ZEPNVCGPJXYABB-LOIOQLKMSA-N	52972
triphosphate	P3I	HO10P3	InChIKey=UNXRWKVEANCORM-UHFFFAOYSA-J	18036
tetraphosphate	P4I	HO13P4	InChIKey=YDHWWBZFRZWVHO-UHFFFAOYSA-I	
5-dehydroisoavenasterol	CPD-24185	C29H46O	InChIKey=XPRWWANUPMYKMF-XFVTWJKKSA-N	
anthramycin	CPD-18441	C16H17N3O4	InChIKey=VGQOVCHZGQWAOI-HWKANZROSA-N	40699
5-dehydroavenasterol	CPD-4126	C29H46O	InChIKey=XPRWWANUPMYKMF-HVEGQNEHSA-N	80097
griseophenone D	CPD-17788	C15H14O6	InChIKey=MHIAEHHUBPESRR-UHFFFAOYSA-N	
ergosta-5,7-dienol	CPD-14894	C28H46O	InChIKey=ZKQRGSXITBHHPC-VVQHAZRASA-N	66918
trimetaphosphate	CPD-610	O9P3	InChIKey=AZSFNUJOCKMOGB-UHFFFAOYSA-K	57801
bifenthrin	CPD-22549	C23H22O2F3Cl	InChIKey=OMFRMAHOUUJSGP-IRHGGOMRSA-N	87579
phosphate	Pi	HO4P	InChIKey=NBIIXXVUZAFLBC-UHFFFAOYSA-L	43474
cypermethrin	CPD-22551	C22H19NO3Cl2	InChIKey=KAATUXNTWXVJKI-UHFFFAOYSA-N	4042
norprodigiosin	CPD-16993	C19H23N3O	InChIKey=HTGIZTBAHPGBKW-PTNGSMBKSA-N	
hydroxyquinol	CPD-8130	C6H6O3	InChIKey=GGNQRNBDZQJCCN-UHFFFAOYSA-N	16971
phosphonate	PHOSPHONATE	HO3P	InChIKey=ABLZXFCXXLZCGV-UHFFFAOYSA-L	
8-demethyl-8-(2,3-O-dimethyl-&alpha;-L-rhamnosyl)-tetracenomycin C	CPD-16639	C30H32O15	InChIKey=NIRLIWMQNRJEDG-RARRKIFNSA-N	78286
dyfonate	CPD-22353	C10H15OPS2	InChIKey=KVGLBTYUCJYMND-UHFFFAOYSA-N	38689
hydrogenphosphonate	CPD-12756	H2O3P	InChIKey=ABLZXFCXXLZCGV-UHFFFAOYSA-M	33462
(E)-2-hexenol	TRANS-2-HEXENOL	C6H12O	InChIKey=ZCHHRLHTBGRGOT-SNAWJCMRSA-N	141205
leporin A	CPD-25616	C23H27NO3	InChIKey=ORZSZSIBAZFLLT-NGNDUIQYSA-N	
dihydrogen phosphate	CPD-16459	H2O4P	InChIKey=NBIIXXVUZAFLBC-UHFFFAOYSA-M	39745
novobiocin	CPD-15417	C31H35N2O11	InChIKey=YJQPYGGHQPGBLI-KGSXXDOSSA-M	71339
cadusafos	CPD-22346	C10H23O2PS2	InChIKey=KXRPCFINVWWFHQ-UHFFFAOYSA-N	38588
phosphinate	CPD-27	H2O2P	InChIKey=ACVYVLVWPXVTIT-UHFFFAOYSA-M	29198
(9<i>Z</i>)-tetradecen-1-yl acetate	CPD-17810	C16H30O2	InChIKey=XXPBOEBNDHAAQH-SREVYHEPSA-N	179803
1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane	CPD-43	C14H9Cl5	InChIKey=YVGGHNCTFXOJCH-UHFFFAOYSA-N	16130
selenide	SE-2	Se	InChIKey=HMUBNCUQSSTAIB-UHFFFAOYSA-N	15076
dimethoate	CPD-23327	C5H12NO3PS2	InChIKey=MCWXGJITAZMZEV-UHFFFAOYSA-N	34714
pentalenolactone E	CPD-13632	C15H17O4	InChIKey=VDWJABPVVAYLBS-BPYAMOTFSA-M	70788
dehydroabietadiene-diol	CPD-8723	C20H30O2	InChIKey=VAXDGLVOSGCOMC-IPNZSQQUSA-N	
ethoprophos	CPD-22347	C8H19O2PS2	InChIKey=VJYFKVYYMZPMAB-UHFFFAOYSA-N	38665
chromate	CPD-4422	O4Cr	InChIKey=ZCDOYSPFYFSLEW-UHFFFAOYSA-N	35404
concanamycin A	CPD-10323	C46H75NO14	InChIKey=DJZCTUVALDDONK-HQMSUKCRSA-N	73167
tetrahydroxoborate	CPD-10778	H4O4B	InChIKey=KCFLOKKYWBPKFN-UHFFFAOYSA-N	41132
isoprenyl alcohol	CPD-13614	C5H10O	InChIKey=HNVRRHSXBLFLIG-UHFFFAOYSA-N	132752
(<i>S</i>)-nipecotate	CPD-11627	C6H11NO2	InChIKey=XJLSEXAGTJCILF-YFKPBYRVSA-N	222169
nitrite	NITRITE	NO2	InChIKey=IOVCWXUNBOPUCH-UHFFFAOYSA-M	16301
pyrazine-2-carboxylate	PYRAZINOIC-ACID	C5H3N2O2	InChIKey=NIPZZXUFJPQHNH-UHFFFAOYSA-M	71266
(<i>R</i>)-nipecotate	CPD-20799	C6H11NO2	InChIKey=XJLSEXAGTJCILF-RXMQYKEDSA-N	60120
[hydroxy(sulfanidyl)sulfanylidene-&lambda;<sup>5</sup>-arsanyl]sulfanide	CPD-24399	HOS3As	InChIKey=HHRBLMVGQRQPML-UHFFFAOYSA-L	
palustradienol	CPD-8714	C20H32O	InChIKey=PMRGRURZTGRVDP-SLFFLAALSA-N	81594
(+)-sabinene	CPD-14013	C10H16	InChIKey=NDVASEGYNIMXJL-NXEZZACHSA-N	50029
antimonite	ANTIMONITE	O3Sb	InChIKey=JXYAODGLKNBUTA-UHFFFAOYSA-N	30297
fusidate	CPD0-1606	C31H47O6	InChIKey=IECPWNUMDGFDKC-MZJAQBGESA-M	71321
(-)-sabinene	CPD-14012	C10H16	InChIKey=NDVASEGYNIMXJL-UWVGGRQHSA-N	50028
hydrogensulfite	HSO3	HO3S	InChIKey=LSNNMFCWUKXFEE-UHFFFAOYSA-M	17137
levopiramadiene-diol	CPD-8706	C20H32O2	InChIKey=MXMMKTLARUKBFV-RMGPQRKISA-N	
antimonate(1-)	CPD-24387	H2O4Sb	InChIKey=JCPLSHWCQUYGTN-UHFFFAOYSA-L	36923
ambruticin J	CPD-26149	C28H41O5	InChIKey=RXYYBVJEAHMYNH-NRPXXCFJSA-M	
tetraborate	CPD0-2516	O7B4	InChIKey=GDTSJMKGXGJFGQ-UHFFFAOYSA-N	38889
abieta-7,13-dien-18-ol	CPD-8691	C20H32O	InChIKey=GQRUHVMVWNKUFW-LWYYNNOASA-N	29510
arsenite<sup>2-</sup>	CPD-24319	HO3As	InChIKey=RJFGWSIMCQVVJS-UHFFFAOYSA-N	29243
5'''-demethylclorobiocin	CPD-25608	C34H34N2O11Cl	InChIKey=PKUNXGQLUGXWJB-ZQZBKPNISA-M	
sulfate	SULFATE	O4S	InChIKey=QAOWNCQODCNURD-UHFFFAOYSA-L	16189
(11<i>E</i>)-tetradecenol	CPD-17811	C14H28O	InChIKey=YGHAIPJLMYTNAI-ONEGZZNKSA-N	186758
4-methoxyglucobrassicin	4-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	C17H21N2O10S2	InChIKey=IIAGSABLXRZUSE-KYKLFQSUSA-M	62725
arsenite	CPD-763	H2O3As	InChIKey=AQLMHYSWFMLWBS-UHFFFAOYSA-N	29242
amicoumacin C	CPD-22564	C20H27N2O7	InChIKey=HVZSDRPOEPOHHS-YKRRISCLSA-O	
glucobrassicin	CPD-1863	C16H19N2O9S2	InChIKey=DNDNWOWHUWNBCK-PIAXYHQTSA-M	64962
orthosilicate	CPD-22965	O4Si	InChIKey=BPQQTUXANYXVAA-UHFFFAOYSA-N	29241
isopimara-7,15-dienol	CPD-8726	C20H32O	InChIKey=DUEINKIQNGZKPL-KEGXSBDUSA-N	52484
neoglucobrassicin	1-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	C17H21N2O10S2	InChIKey=PKKMITFKYRCCOL-JMZFCNQTSA-M	64965
selenate	SELENATE	O4Se	InChIKey=QYHFIVBSNOWOCQ-UHFFFAOYSA-L	15075
vanadate	CPD-4584	O4V	InChIKey=LSGOVYNHVSXFFJ-UHFFFAOYSA-N	46442
1-hydroxyglucobrassicin	CPD-19470	C16H19N2O10S2	InChIKey=WKXRXDCADOCIEN-URUUWQEUSA-M	
pseudomonate D	CPD-21449	C26H41O9	InChIKey=RJGJFSVDQPCELW-QVNNGOGKSA-M	
(11<i>Z</i>)-tetradecenol	CPD-17807	C14H28O	InChIKey=YGHAIPJLMYTNAI-ARJAWSKDSA-N	
4-hydroxyglucobrassicin	4-HYDROXY-3-INDOLYLMETHYL-GLUCOSINOLATE	C16H19N2O10S2	InChIKey=CSMYCLLHRFFFLG-WVGMDVCISA-M	62724
tetrathionate	CPD-14	O6S4	InChIKey=HPQYKCJIWQFJMS-UHFFFAOYSA-L	15226
OH<SUP>-</SUP>	OH	HO	InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-M	16234
glyceollin III	CPD-4407	C20H18O5	InChIKey=MIYTVBARXCVVHZ-RYGJVYDSSA-N	52086
roseoflavin adenine dinucleotide	CPD-19840	C28H33N10O15P2	InChIKey=MHLHGXADKUHZGN-MZWSMYJRSA-K	
palustradiene-diol	CPD-8715	C20H32O2	InChIKey=HTUXDQHGRVMWAC-MISYRCLQSA-N	
glyceollin IV	CPD-20043	C21H22O5	InChIKey=WOKIXZBYDPTMJD-LEWJYISDSA-N	133347
[disulfanidyl(sulfanylidene)-&lambda;<sup>5</sup>-arsanyl]sulfanide	CPD-24400	S4As	InChIKey=NUBWWXSSATXWGC-UHFFFAOYSA-K	
zwittermicin A	CPD-18237	C13H30N6O8	InChIKey=FYIPKJHNWFVEIR-FXQWNPMTSA-P	80056
glyceollin I	CPD-4405	C20H18O5	InChIKey=YIFYYPKWOQSCRI-AZUAARDMSA-N	16470
arsenate	ARSENATE	HO4As	InChIKey=DJHGAFSJWGLOIV-UHFFFAOYSA-L	48597
neoabietadienol	CPD-8709	C20H32O	InChIKey=MUBMRBNHMHINMF-UMQXSMKFSA-N	29654
glyceollin II	CPD-4406	C20H18O5	InChIKey=DDJVLBCETGUEBO-AZUAARDMSA-N	52127
bisulfate	HSO4	HO4S	InChIKey=QAOWNCQODCNURD-UHFFFAOYSA-M	45696
balhimycin	CPD-17525	C66H73N9O24Cl2	InChIKey=WKNFBFHAYANQHF-QNSRRSNQSA-N	47250
glyceollin V	CPD-20042	C20H16O5	InChIKey=KHFZEHXVYWEIHZ-VQTJNVASSA-N	
sulfanylarsonate	CPD-24395	HO3SAs	InChIKey=WBIUNSQUXDDCMH-UHFFFAOYSA-L	
abieta-7,13-dien-18,18-diol	CPD-8692	C20H32O2	InChIKey=CPTVDNMRGYWJCH-RMGPQRKISA-N	63668
(+)-menthone	CPD-10102	C10H18O	InChIKey=NFLGAXVYCFJBMK-DTWKUNHWSA-N	31
heptamolybdate	CPD0-2517	O24Mo7	InChIKey=PGNMZYJHHXHKJF-UHFFFAOYSA-N	
(+)-neocarzinostatin chromophore	CPD-16912	C35H33NO12	InChIKey=QZGIWPZCWHMVQL-UIYAJPBUSA-N	29655
(-)-menthone	CPD-1909	C10H18O	InChIKey=NFLGAXVYCFJBMK-BDAKNGLRSA-N	15410
arsinite	CPD-24321	H2OAs	InChIKey=DNYIGSRRUOMGQG-UHFFFAOYSA-N	29845
<i>cis</i>-3-hexenol glucoside	CPD-23491	C12H22O6	InChIKey=OZIPFYKAIOOVEJ-ODWUMMNUSA-N	182449
(+)-isomenthone	CPD-4943	C10H18O	InChIKey=NFLGAXVYCFJBMK-RKDXNWHRSA-N	36492
hydrosulfide	CPD-846	HS	InChIKey=RWSOTUBLDIXVET-UHFFFAOYSA-M	29919
azinomycin B	CPD-16517	C31H33N3O11	InChIKey=QIKVYJOCQXXRSJ-PKDLRSQSSA-N	50862
4,4-dimethyl-5&alpha;-cholest-7-en-3&beta;-ol	44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET	C29H50O	InChIKey=UVNXFLZMQCAWCP-RCTKLBHESA-N	16455
oxoarsinite	CPD-24317	O2As	InChIKey=XHTRYVMKFMUJLU-UHFFFAOYSA-M	
isopimaradiene-diol	CPD-8727	C20H32O2	InChIKey=UKPKCEDWXTYXKB-AEOXZHQRSA-N	
1,2-dipalmitoyl-3-O-[&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl]-<i>sn</i>-glycerol	CPD-22626	C47H88O15	InChIKey=TUUXXJDESDKYDH-LJFKUGSCSA-N	
selenite	SELENITE	O3Se	InChIKey=MCAHWIHFGHIESP-UHFFFAOYSA-L	18212
trithionate	CPD-552	O6S3	InChIKey=KRURGYOKPVLRHQ-UHFFFAOYSA-L	15987
mannopeptimycin	CPD-15346	C58H86N12O26	InChIKey=HGEQEKWFMRZMKT-ONIHXMSRSA-P	
(9<i>Z</i>)-tetradecenol	CPD-17809	C14H28O	InChIKey=GSAAJQNJNPBBSX-WAYWQWQTSA-N	186022
hexafluorophosphate	CPD-21744	F6P	InChIKey=LJQLCJWAZJINEB-UHFFFAOYSA-N	30201
thiosulfate	S2O3	HO3S2	InChIKey=DHCDFWKWKRSZHF-UHFFFAOYSA-M	33539
pentalenolactone F	CPD-13622	C15H17O5	InChIKey=UUDKOVSZNMZKND-BDAURDKOSA-M	70789
dehydroabietadienol	CPD-8722	C20H30O	InChIKey=WSKGRAGZAQRSED-NRRUETGQSA-N	52486
molybdate	CPD-3	O4Mo	InChIKey=MEFBJEMVZONFCJ-UHFFFAOYSA-N	36264
antibiotic A 201A	CPD-10130	C37H50N6O14	InChIKey=HELPZWNRUYNCJQ-QWJSOBSRSA-N	
